th,diffh1,xdiffh1,tdiffh1,diffh2,xdiffh2,tdiffh2,diffh3,xdiffh3,tdiffh3,diffh4,xdiffh4,tdiffh4,diffh5,xdiffh5,tdiffh5,ta,diffa1,xdiffa1,tdiffa1,diffa2,xdiffa2,tdiffa2,diffa3,xdiffa3,tdiffa3,diffa4,xdiffa4,tdiffa4,diffa5,xdiffa5,tdiffa5,hs,as
3,1,3.0999999999999996,9,5,1.7999999999999998,15,-1,3.1,9,2,0.20000000000000018,12,3,3.5000000000000004,12,16,0,-0.3000000000000007,-9,-1,-1.7000000000000002,-7,0,2.5,-3,-4,-3.0000000000000004,-13,-1,-2.7,-4,1,0
2,1,7.2,13,0,3.9000000000000004,2,3,3.9999999999999996,6,1,5.6,6,3,2.4000000000000004,13,1,4,0.9000000000000004,7,2,4.700000000000001,11,2,7.8,4,4,3.0000000000000004,13,-1,3.1999999999999993,2,0,1
10,3,6.7,8,-2,7.499999999999999,3,-1,-2.0999999999999996,-3,-1,-5.6,-6,-1,-0.10000000000000053,10,8,2,-3.9000000000000004,4,-1,0.6000000000000005,9,-3,-3.9999999999999996,-6,1,-5.100000000000001,-4,-1,-2.7,1,2,1
9,-4,-0.9000000000000004,-7,2,-2.1,2,0,-7.000000000000002,-6,4,3.700000000000002,8,1,2.7,4,12,-1,-3.0999999999999996,-9,-2,-4.700000000000001,-11,0,-2.5,3,1,-2.3,-8,-4,-4.2,1,1,0
7,-3,4.5,-3,1,1.7000000000000002,7,0,0.40000000000000036,9,0,-3.4000000000000004,4,1,2.7,-1,14,3,2.3000000000000007,-10,-2,-5.3,-9,1,4.4,-2,-2,-0.20000000000000018,-12,-3,-2.4000000000000004,-13,1,1
17,0,-1.2000000000000002,-2,-1,-7.2,-13,1,-4.1,-11,0,-0.40000000000000036,-9,-3,-5.399999999999999,-10,10,-1,-1.8000000000000007,2,2,-3.9000000000000004,4,-1,0.6000000000000005,9,-3,-3.9999999999999996,-6,1,-5.100000000000001,-4,1,0
1,1,-1.4000000000000004,1,4,0.9000000000000004,7,2,4.700000000000001,11,2,7.8,4,4,3.0000000000000004,13,7,0,1.7000000000000002,7,-3,4.5,-3,1,1.7000000000000002,7,0,0.40000000000000036,9,0,-3.4000000000000004,4,1,1
4,1,-4.6,1,3,-4.5,3,0,-3.9000000000000004,-2,0,7.000000000000002,6,-1,2.3,8,3,1,2.4000000000000004,13,1,3.0999999999999996,9,5,1.7999999999999998,15,-1,3.1,9,2,0.20000000000000018,12,4,3
14,0,-1.7000000000000002,-7,3,2.3000000000000007,-10,-2,-5.3,-9,1,4.4,-2,-2,-0.20000000000000018,-12,9,1,1.8000000000000007,-2,3,6.7,8,-2,7.499999999999999,3,-1,-2.0999999999999996,-3,-1,-5.6,-6,2,2
13,-1,-3.0999999999999996,-3,-1,-3.0999999999999996,-9,-2,-4.700000000000001,-11,0,-2.5,3,1,-2.3,-8,2,-1,1.4000000000000004,-1,1,7.2,13,0,3.9000000000000004,2,3,3.9999999999999996,6,1,5.6,6,1,4
8,1,3.0999999999999996,3,-4,-0.9000000000000004,-7,2,-2.1,2,0,-7.000000000000002,-6,4,3.700000000000002,8,5,-1,4.6,-1,0,0.3000000000000007,9,2,5.3,9,-2,-7.8,-4,3,5.399999999999999,10,2,3
18,-1,-0.6999999999999997,-12,-3,-6.7,-8,-5,-1.7999999999999998,-15,0,-4.6,-1,-4,-3.700000000000002,-8,11,1,-5.4,-2,-2,3.9000000000000004,-4,2,-7.499999999999999,-3,-1,-4.4,2,1,-1.6,4,1,0
16,-1,-2.4000000000000004,-13,0,-0.3000000000000007,-9,-1,-1.7000000000000002,-7,0,2.5,-3,-4,-3.0000000000000004,-13,15,0,1.2000000000000002,2,1,5.199999999999999,-6,1,-0.6000000000000005,-9,0,4.6,1,-1,1.6,-4,2,3
12,-1,5.4,2,-1,-5.199999999999999,6,-2,2.1,-2,1,-3.1,-9,0,3.4000000000000004,-4,6,1,0.6999999999999997,12,-3,-2.3000000000000007,10,-1,4.1,11,1,2.0999999999999996,3,-1,5.100000000000001,4,0,0
2,3,-0.0,11,-1,1.4000000000000004,-1,1,7.2,13,0,3.9000000000000004,2,3,3.9999999999999996,6,12,0,-2.5,-6,-1,5.4,2,-1,-5.199999999999999,6,-2,2.1,-2,1,-3.1,-9,0,0
11,-1,2.3999999999999995,7,1,-5.4,-2,-2,3.9000000000000004,-4,2,-7.499999999999999,-3,-1,-4.4,2,16,1,2.0,-7,0,-1.2000000000000002,-2,-1,-7.2,-13,1,-4.1,-11,0,-0.40000000000000036,-9,0,0
10,-1,-2.0,7,-1,-1.8000000000000007,2,2,-3.9000000000000004,4,-1,0.6000000000000005,9,-3,-3.9999999999999996,-6,18,1,-2.3999999999999995,-7,-1,-0.6999999999999997,-12,-3,-6.7,-8,-5,-1.7999999999999998,-15,0,-4.6,-1,4,0
8,0,-7.0,5,1,1.8000000000000007,-2,3,6.7,8,-2,7.499999999999999,3,-1,-2.0999999999999996,-3,4,1,-3.999999999999999,-1,1,-4.6,1,3,-4.5,3,0,-3.9000000000000004,-2,0,7.000000000000002,6,4,0
7,0,-3.7000000000000006,-6,0,1.7000000000000002,7,-3,4.5,-3,1,1.7000000000000002,7,0,0.40000000000000036,9,9,-1,-3.700000000000001,-3,1,3.0999999999999996,3,-4,-0.9000000000000004,-7,2,-2.1,2,0,-7.000000000000002,-6,2,1
3,-1,3.999999999999999,1,1,2.4000000000000004,13,1,3.0999999999999996,9,5,1.7999999999999998,15,-1,3.1,9,1,0,3.7000000000000006,6,1,-1.4000000000000004,1,4,0.9000000000000004,7,2,4.700000000000001,11,2,7.8,4,2,3
6,0,2.5,6,1,0.6999999999999997,12,-3,-2.3000000000000007,10,-1,4.1,11,1,2.0999999999999996,3,17,-1,1.1000000000000005,-1,-1,-2.4000000000000004,-13,0,-0.3000000000000007,-9,-1,-1.7000000000000002,-7,0,2.5,-3,3,0
5,1,3.700000000000001,3,-1,4.6,-1,0,0.3000000000000007,9,2,5.3,9,-2,-7.8,-4,13,-3,0.0,-11,-1,-3.0999999999999996,-3,-1,-3.0999999999999996,-9,-2,-4.700000000000001,-11,0,-2.5,3,4,1
17,-3,0.6000000000000005,-11,-1,1.1000000000000005,-1,-1,-2.4000000000000004,-13,0,-0.3000000000000007,-9,-1,-1.7000000000000002,-7,2,0,3.1000000000000005,10,3,-0.0,11,-1,1.4000000000000004,-1,1,7.2,13,0,3.9000000000000004,2,2,1
1,1,2.9000000000000004,2,0,3.7000000000000006,6,1,-1.4000000000000004,1,4,0.9000000000000004,7,2,4.700000000000001,11,6,3,-0.6000000000000005,11,0,2.5,6,1,0.6999999999999997,12,-3,-2.3000000000000007,10,-1,4.1,11,2,0
16,0,-2.000000000000001,-5,1,2.0,-7,0,-1.2000000000000002,-2,-1,-7.2,-13,1,-4.1,-11,18,-4,-3.3000000000000003,-8,1,-2.3999999999999995,-7,-1,-0.6999999999999997,-12,-3,-6.7,-8,-5,-1.7999999999999998,-15,1,0
4,-4,8.881784197001252e-16,4,1,-3.999999999999999,-1,1,-4.6,1,3,-4.5,3,0,-3.9000000000000004,-2,11,0,2.000000000000001,5,-1,2.3999999999999995,7,1,-5.4,-2,-2,3.9000000000000004,-4,2,-7.499999999999999,-3,2,0
5,3,4.499999999999999,8,1,3.700000000000001,3,-1,4.6,-1,0,0.3000000000000007,9,2,5.3,9,8,1,0.5999999999999996,2,0,-3.7000000000000006,-6,0,1.7000000000000002,7,-3,4.5,-3,1,1.7000000000000002,7,2,0
12,0,-3.1000000000000005,-10,0,-2.5,-6,-1,5.4,2,-1,-5.199999999999999,6,-2,2.1,-2,7,4,-8.881784197001252e-16,-4,0,-7.0,5,1,1.8000000000000007,-2,3,6.7,8,-2,7.499999999999999,3,3,2
10,-1,-0.5999999999999996,-2,-1,-3.700000000000001,-3,1,3.0999999999999996,3,-4,-0.9000000000000004,-7,2,-2.1,2,3,-1,-2.9000000000000004,-2,-1,3.999999999999999,1,1,2.4000000000000004,13,1,3.0999999999999996,9,5,1.7999999999999998,15,1,3
13,-3,-4.499999999999999,-8,-3,0.0,-11,-1,-3.0999999999999996,-3,-1,-3.0999999999999996,-9,-2,-4.700000000000001,-11,14,0,3.5999999999999996,1,1,-1.1000000000000005,1,0,1.2000000000000002,2,1,5.199999999999999,-6,1,-0.6000000000000005,-9,0,1
12,-2,-0.1999999999999993,-7,0,2.000000000000001,5,-1,2.3999999999999995,7,1,-5.4,-2,-2,3.9000000000000004,-4,17,1,-6.9,-15,-3,0.6000000000000005,-11,-1,1.1000000000000005,-1,-1,-2.4000000000000004,-13,0,-0.3000000000000007,-9,2,3
9,-3,0.39999999999999947,6,4,3.3000000000000003,8,-1,-2.0,7,-1,-1.8000000000000007,2,2,-3.9000000000000004,4,11,1,3.9999999999999996,-5,0,-3.1000000000000005,-10,0,-2.5,-6,-1,5.4,2,-1,-5.199999999999999,6,1,1
13,1,-2.5,-1,0,3.5999999999999996,1,1,-1.1000000000000005,1,0,1.2000000000000002,2,1,5.199999999999999,-6,1,2,7.0,5,1,2.9000000000000004,2,0,3.7000000000000006,6,1,-1.4000000000000004,1,4,0.9000000000000004,7,2,1
8,-2,-5.999999999999999,-3,1,0.5999999999999996,2,0,-3.7000000000000006,-6,0,1.7000000000000002,7,-3,4.5,-3,15,-1,2.5,1,-3,-4.499999999999999,-8,-3,0.0,-11,-1,-3.0999999999999996,-3,-1,-3.0999999999999996,-9,3,1
3,2,-0.5000000000000009,7,-1,-2.9000000000000004,-2,-1,3.999999999999999,1,1,2.4000000000000004,13,1,3.0999999999999996,9,5,2,5.999999999999999,3,3,4.499999999999999,8,1,3.700000000000001,3,-1,4.6,-1,0,0.3000000000000007,9,0,2
6,-2,-7.0,-5,3,-0.6000000000000005,11,0,2.5,6,1,0.6999999999999997,12,-3,-2.3000000000000007,10,4,2,0.1999999999999993,7,-4,8.881784197001252e-16,4,1,-3.999999999999999,-1,1,-4.6,1,3,-4.5,3,3,1
2,-1,6.9,15,0,3.1000000000000005,10,3,-0.0,11,-1,1.4000000000000004,-1,1,7.2,13,10,-2,0.5000000000000009,-7,-1,-0.5999999999999996,-2,-1,-3.700000000000001,-3,1,3.0999999999999996,3,-4,-0.9000000000000004,-7,2,0
7,-1,-3.9999999999999996,5,4,-8.881784197001252e-16,-4,0,-7.0,5,1,1.8000000000000007,-2,3,6.7,8,16,1,3.5,2,0,-2.000000000000001,-5,1,2.0,-7,0,-1.2000000000000002,-2,-1,-7.2,-13,5,0
14,1,-1.1000000000000005,1,0,1.2000000000000002,2,1,5.199999999999999,-6,1,-0.6000000000000005,-9,0,4.6,1,15,0,7.0,-5,0,-1.7000000000000002,-7,3,2.3000000000000007,-10,-2,-5.3,-9,1,4.4,-2,1,1
15,0,-3.5999999999999996,-1,0,7.0,-5,0,-1.7000000000000002,-7,3,2.3000000000000007,-10,-2,-5.3,-9,9,4,3.3000000000000003,8,-1,-2.0,7,-1,-1.8000000000000007,2,2,-3.9000000000000004,4,-1,0.6000000000000005,9,3,0
10,-2,-10.4,-8,-2,0.5000000000000009,-7,-1,-0.5999999999999996,-2,-1,-3.700000000000001,-3,1,3.0999999999999996,3,14,-1,0.40000000000000036,5,-2,-0.1999999999999993,-7,0,2.000000000000001,5,-1,2.3999999999999995,7,1,-5.4,-2,2,1
5,2,-4.4,-2,2,5.999999999999999,3,3,4.499999999999999,8,1,3.700000000000001,3,-1,4.6,-1,2,2,10.4,8,-1,6.9,15,0,3.1000000000000005,10,3,-0.0,11,-1,1.4000000000000004,-1,3,2
11,0,-1.0,-2,1,3.9999999999999996,-5,0,-3.1000000000000005,-10,0,-2.5,-6,-1,5.4,2,18,-1,-4.5,-4,-1,-3.5,-2,-4,-3.3000000000000003,-8,1,-2.3999999999999995,-7,-1,-0.6999999999999997,-12,4,2
15,-2,-4.6,-7,-1,2.5,1,-3,-4.499999999999999,-8,-3,0.0,-11,-1,-3.0999999999999996,-3,6,2,2.6999999999999993,-2,-2,-7.0,-5,3,-0.6000000000000005,11,0,2.5,6,1,0.6999999999999997,12,0,0
3,-2,4.4,2,2,-0.5000000000000009,7,-1,-2.9000000000000004,-2,-1,3.999999999999999,1,1,2.4000000000000004,13,8,2,4.6,7,-2,-5.999999999999999,-3,1,0.5999999999999996,2,0,-3.7000000000000006,-6,0,1.7000000000000002,7,3,0
1,-1,2.0999999999999996,12,2,7.0,5,1,2.9000000000000004,2,0,3.7000000000000006,6,1,-1.4000000000000004,1,7,5,5.000000000000001,9,-1,-3.9999999999999996,5,4,-8.881784197001252e-16,-4,0,-7.0,5,1,1.8000000000000007,-2,6,0
17,1,-0.40000000000000036,-5,1,-6.9,-15,-3,0.6000000000000005,-11,-1,1.1000000000000005,-1,-1,-2.4000000000000004,-13,9,0,1.0,2,-3,0.39999999999999947,6,4,3.3000000000000003,8,-1,-2.0,7,-1,-1.8000000000000007,2,1,4
4,-2,-2.6999999999999993,2,2,0.1999999999999993,7,-4,8.881784197001252e-16,4,1,-3.999999999999999,-1,1,-4.6,1,12,1,-2.0999999999999996,-12,1,-2.5,-1,0,3.5999999999999996,1,1,-1.1000000000000005,1,0,1.2000000000000002,2,1,1
13,1,4.5,4,3,-0.39999999999999947,-6,0,-3.5999999999999996,-1,0,7.0,-5,0,-1.7000000000000002,-7,16,-5,-5.000000000000001,-9,1,3.5,2,0,-2.000000000000001,-5,1,2.0,-7,0,-1.2000000000000002,-2,0,0
18,-1,-3.5,-2,-4,-3.3000000000000003,-8,1,-2.3999999999999995,-7,-1,-0.6999999999999997,-12,-3,-6.7,-8,14,3,-0.39999999999999947,-6,0,-3.5999999999999996,-1,0,7.0,-5,0,-1.7000000000000002,-7,3,2.3000000000000007,-10,1,2
14,-1,5.1000000000000005,-4,-1,0.40000000000000036,5,-2,-0.1999999999999993,-7,0,2.000000000000001,5,-1,2.3999999999999995,7,15,0,-1.3999999999999995,-9,-2,-4.6,-7,-1,2.5,1,-3,-4.499999999999999,-8,-3,0.0,-11,2,0
16,0,0.1999999999999993,-3,-5,-5.000000000000001,-9,1,3.5,2,0,-2.000000000000001,-5,1,2.0,-7,11,2,7.299999999999999,7,0,-1.0,-2,1,3.9999999999999996,-5,0,-3.1000000000000005,-10,0,-2.5,-6,1,1
9,3,-0.5,8,0,1.0,2,-3,0.39999999999999947,6,4,3.3000000000000003,8,-1,-2.0,7,1,6,3.6999999999999993,6,-1,2.0999999999999996,12,2,7.0,5,1,2.9000000000000004,2,0,3.7000000000000006,6,2,2
13,0,-0.1999999999999993,3,1,4.5,4,3,-0.39999999999999947,-6,0,-3.5999999999999996,-1,0,7.0,-5,17,-3,0.5,-8,1,-0.40000000000000036,-5,1,-6.9,-15,-3,0.6000000000000005,-11,-1,1.1000000000000005,-1,0,0
6,0,1.3999999999999995,9,2,2.6999999999999993,-2,-2,-7.0,-5,3,-0.6000000000000005,11,0,2.5,6,8,-3,-4.0,-5,2,4.6,7,-2,-5.999999999999999,-3,1,0.5999999999999996,2,0,-3.7000000000000006,-6,1,1
7,-6,-3.6999999999999993,-6,5,5.000000000000001,9,-1,-3.9999999999999996,5,4,-8.881784197001252e-16,-4,0,-7.0,5,10,1,-5.1000000000000005,4,-2,-10.4,-8,-2,0.5000000000000009,-7,-1,-0.5999999999999996,-2,-1,-3.700000000000001,-3,1,2
18,-2,-7.299999999999999,-7,-1,-4.5,-4,-1,-3.5,-2,-4,-3.3000000000000003,-8,1,-2.3999999999999995,-7,5,0,3.7,8,-2,-2.6999999999999993,2,2,0.1999999999999993,7,-4,8.881784197001252e-16,4,1,-3.999999999999999,-1,4,3
12,0,-3.7,-8,1,-2.0999999999999996,-12,1,-2.5,-1,0,3.5999999999999996,1,1,-1.1000000000000005,1,4,1,-0.7000000000000002,-3,2,-4.4,-2,2,5.999999999999999,3,3,4.499999999999999,8,1,3.700000000000001,3,1,3
2,-1,0.7000000000000002,3,2,10.4,8,-1,6.9,15,0,3.1000000000000005,10,3,-0.0,11,3,3,4.0,5,-2,4.4,2,2,-0.5000000000000009,7,-1,-2.9000000000000004,-2,-1,3.999999999999999,1,2,2
1,0,2.4000000000000004,8,6,3.6999999999999993,6,-1,2.0999999999999996,12,2,7.0,5,1,2.9000000000000004,2,12,2,0.39999999999999947,1,-1,5.1000000000000005,-4,-1,0.40000000000000036,5,-2,-0.1999999999999993,-7,0,2.000000000000001,5,5,2
3,2,-0.09999999999999964,8,1,-0.7000000000000002,-3,2,-4.4,-2,2,5.999999999999999,3,3,4.499999999999999,8,6,0,-2.0999999999999996,2,0,1.3999999999999995,9,2,2.6999999999999993,-2,-2,-7.0,-5,3,-0.6000000000000005,11,3,1
5,-1,7.1000000000000005,13,0,3.7,8,-2,-2.6999999999999993,2,2,0.1999999999999993,7,-4,8.881784197001252e-16,4,10,0,-2.4000000000000004,-8,3,-0.5,8,0,1.0,2,-3,0.39999999999999947,6,4,3.3000000000000003,8,3,1
17,0,3.8,-4,-3,0.5,-8,1,-0.40000000000000036,-5,1,-6.9,-15,-3,0.6000000000000005,-11,18,1,-7.1000000000000005,-13,-2,-7.299999999999999,-7,-1,-4.5,-4,-1,-3.5,-2,-4,-3.3000000000000003,-8,1,0
11,0,-4.699999999999999,5,2,7.299999999999999,7,0,-1.0,-2,1,3.9999999999999996,-5,0,-3.1000000000000005,-10,14,0,-3.8,4,0,-0.1999999999999993,3,1,4.5,4,3,-0.39999999999999947,-6,0,-3.5999999999999996,-1,2,1
9,1,0.9999999999999996,-3,1,-5.1000000000000005,4,-2,-10.4,-8,-2,0.5000000000000009,-7,-1,-0.5999999999999996,-2,15,0,4.699999999999999,-5,0,0.1999999999999993,-3,-5,-5.000000000000001,-9,1,3.5,2,0,-2.000000000000001,-5,0,2
7,0,2.0999999999999996,-2,-3,-4.0,-5,2,4.6,7,-2,-5.999999999999999,-3,1,0.5999999999999996,2,2,0,2.8,1,-1,0.7000000000000002,3,2,10.4,8,-1,6.9,15,0,3.1000000000000005,10,2,1
16,-2,-0.39999999999999947,-1,0,-1.3999999999999995,-9,-2,-4.6,-7,-1,2.5,1,-3,-4.499999999999999,-8,8,-1,-0.9999999999999996,3,-6,-3.6999999999999993,-6,5,5.000000000000001,9,-1,-3.9999999999999996,5,4,-8.881784197001252e-16,-4,2,4
4,0,-2.8,-1,3,4.0,5,-2,4.4,2,2,-0.5000000000000009,7,-1,-2.9000000000000004,-2,13,-2,0.09999999999999964,-8,0,-3.7,-8,1,-2.0999999999999996,-12,1,-2.5,-1,0,3.5999999999999996,1,2,3
14,-2,-7.4,-4,-1,-0.5,2,2,2.799999999999999,-13,0,-0.39999999999999947,-1,-4,-2.9000000000000004,0,9,0,-1.6999999999999993,-7,-1,4.6000000000000005,9,1,2.3000000000000007,-2,-1,-1.3000000000000007,-5,1,5.000000000000001,0,1,2
12,0,-2.8,-11,1,-4.6000000000000005,-9,-1,-0.8999999999999995,3,0,0.39999999999999947,1,-4,-9.299999999999999,0,7,2,7.4,4,-4,3.0999999999999996,1,0,8.8,4,2,1.5,-1,1,-0.20000000000000018,0,0,3
11,0,0.6999999999999993,-8,-3,2.6999999999999993,-3,0,-8.8,-4,1,-3.4000000000000004,1,-1,-5.000000000000001,0,6,1,4.9,4,1,0.1999999999999993,6,-2,-0.3000000000000007,-5,2,-8.881784197001252e-16,6,0,4.000000000000001,0,0,3
17,-1,-1.8999999999999995,-10,1,-0.40000000000000036,-1,-5,-6.9,-12,-2,8.881784197001252e-16,-6,-3,-0.8999999999999995,0,8,0,-0.6999999999999993,8,0,3.0,9,0,3.7,11,3,1.6999999999999997,3,1,0.3000000000000007,0,0,1
18,-1,5.500000000000002,1,-4,-5.4,-5,0,-3.7,-11,-2,1.7999999999999998,-9,-1,0.20000000000000018,0,2,4,4.9,11,0,1.6000000000000005,-1,5,6.9,12,3,1.7000000000000002,3,0,7.0,0,2,3
1,3,3.3,9,0,-1.6000000000000005,1,2,0.3000000000000007,5,1,1.3000000000000007,5,4,2.9000000000000004,0,5,1,1.8999999999999995,10,4,5.4,5,3,0.30000000000000027,-1,-3,-1.7000000000000002,-3,0,-4.000000000000001,0,1,3
3,0,1.6999999999999993,7,4,-3.0999999999999996,-1,-2,-2.799999999999999,13,2,2.0,12,4,9.299999999999999,0,10,-3,-3.3,-9,1,0.5,-2,1,0.8999999999999995,-3,-1,3.4000000000000004,-1,-2,5.799999999999999,0,2,2
13,-1,-4.9,-4,0,-3.0,-9,-1,-2.3000000000000007,2,-2,-1.5,1,2,-5.799999999999999,0,4,0,2.8,11,3,-2.6999999999999993,3,-1,0.09999999999999964,14,2,-1.7999999999999998,9,3,0.8999999999999995,0,1,2
16,-4,-4.9,-11,-1,-0.1999999999999993,-6,1,-0.09999999999999964,-14,-2,-2.0,-12,-1,-0.3000000000000007,0,15,1,-5.500000000000002,-1,-1,0.40000000000000036,1,-3,-0.30000000000000027,1,-3,-1.6999999999999997,-3,0,-7.0,0,0,4
10,4,0.09999999999999964,1,1,-5.500000000000002,-1,-1,0.40000000000000036,1,-3,-0.30000000000000027,1,-3,-1.6999999999999997,-3,14,-1,4.0,-9,-1,-4.9,-4,0,-3.0,-9,-1,-2.3000000000000007,2,-2,-1.5,1,3,1
1,1,0.10000000000000053,16,4,4.9,11,0,1.6000000000000005,-1,5,6.9,12,3,1.7000000000000002,3,12,-3,0.0,-5,0,0.6999999999999993,-8,-3,2.6999999999999993,-3,0,-8.8,-4,1,-3.4000000000000004,1,1,2
3,1,-4.0,9,0,2.8,11,3,-2.6999999999999993,3,-1,0.09999999999999964,14,2,-1.7999999999999998,9,8,0,4.299999999999999,7,0,1.6999999999999993,7,4,-3.0999999999999996,-1,-2,-2.799999999999999,13,2,2.0,12,2,2
6,3,2.3999999999999995,5,2,7.4,4,-4,3.0999999999999996,1,0,8.8,4,2,1.5,-1,2,-2,1.4000000000000004,4,3,3.3,9,0,-1.6000000000000005,1,2,0.3000000000000007,5,1,1.3000000000000007,5,1,1
18,-1,-0.10000000000000053,-16,-1,5.500000000000002,1,-4,-5.4,-5,0,-3.7,-11,-2,1.7999999999999998,-9,16,-1,5.5,-9,-1,-1.8999999999999995,-10,1,-0.40000000000000036,-1,-5,-6.9,-12,-2,8.881784197001252e-16,-6,1,2
4,2,-1.4000000000000004,-4,1,1.8999999999999995,10,4,5.4,5,3,0.30000000000000027,-1,-3,-1.7000000000000002,-3,17,-4,-0.09999999999999964,-1,-4,-4.9,-11,-1,-0.1999999999999993,-6,1,-0.09999999999999964,-14,-2,-2.0,-12,1,1
5,3,-0.0,5,1,4.9,4,1,0.1999999999999993,6,-2,-0.3000000000000007,-5,2,-8.881784197001252e-16,6,13,-3,-2.3999999999999995,-5,0,-2.8,-11,1,-4.6000000000000005,-9,-1,-0.8999999999999995,3,0,0.39999999999999947,1,5,1
7,1,-5.5,9,0,-0.6999999999999993,8,0,3.0,9,0,3.7,11,3,1.6999999999999997,3,15,-1,-0.9999999999999991,-5,-2,-7.4,-4,-1,-0.5,2,2,2.799999999999999,-13,0,-0.39999999999999947,-1,1,0
9,1,0.9999999999999991,5,0,-1.6999999999999993,-7,-1,4.6000000000000005,9,1,2.3000000000000007,-2,-1,-1.3000000000000007,-5,11,0,-4.299999999999999,-7,-3,-3.3,-9,1,0.5,-2,1,0.8999999999999995,-3,-1,3.4000000000000004,-1,2,2
9,0,5.9,2,1,0.9999999999999991,5,0,-1.6999999999999993,-7,-1,4.6000000000000005,9,1,2.3000000000000007,-2,7,0,2.1000000000000005,-4,3,2.3999999999999995,5,2,7.4,4,-4,3.0999999999999996,1,0,8.8,4,3,0
14,-4,-0.2999999999999998,-8,-3,-2.3999999999999995,-5,0,-2.8,-11,1,-4.6000000000000005,-9,-1,-0.8999999999999995,3,3,-1,3.8999999999999995,11,1,0.10000000000000053,16,4,4.9,11,0,1.6000000000000005,-1,5,6.9,12,2,2
15,-2,-3.4999999999999987,-4,-1,4.0,-9,-1,-4.9,-4,0,-3.0,-9,-1,-2.3000000000000007,2,13,1,1.2999999999999998,2,-1,5.5,-9,-1,-1.8999999999999995,-10,1,-0.40000000000000036,-1,-5,-6.9,-12,1,0
4,0,-2.1000000000000005,4,-2,1.4000000000000004,4,3,3.3,9,0,-1.6000000000000005,1,2,0.3000000000000007,5,2,1,0.39999999999999947,8,1,-5.5,9,0,-0.6999999999999993,8,0,3.0,9,0,3.7,11,1,1
16,-1,-0.39999999999999947,-8,-1,-0.9999999999999991,-5,-2,-7.4,-4,-1,-0.5,2,2,2.799999999999999,-13,5,0,-3.6999999999999997,5,1,-4.0,9,0,2.8,11,3,-2.6999999999999993,3,-1,0.09999999999999964,14,2,0
11,0,-5.9,-2,0,-4.299999999999999,-7,-3,-3.3,-9,1,0.5,-2,1,0.8999999999999995,-3,10,2,3.4999999999999987,4,4,0.09999999999999964,1,1,-5.500000000000002,-1,-1,0.40000000000000036,1,-3,-0.30000000000000027,1,1,1
8,0,3.6999999999999997,-5,0,4.299999999999999,7,0,1.6999999999999993,7,4,-3.0999999999999996,-1,-2,-2.799999999999999,13,1,4,0.2999999999999998,8,3,-0.0,5,1,4.9,4,1,0.1999999999999993,6,-2,-0.3000000000000007,-5,1,0
17,0,-1.2000000000000002,-13,-4,-0.09999999999999964,-1,-4,-4.9,-11,-1,-0.1999999999999993,-6,1,-0.09999999999999964,-14,18,-1,-1.2999999999999998,-2,-1,-0.10000000000000053,-16,-1,5.500000000000002,1,-4,-5.4,-5,0,-3.7,-11,3,0
12,1,-3.8999999999999995,-11,-3,0.0,-5,0,0.6999999999999993,-8,-3,2.6999999999999993,-3,0,-8.8,-4,6,0,1.2000000000000002,13,2,-1.4000000000000004,-4,1,1.8999999999999995,10,4,5.4,5,3,0.30000000000000027,-1,2,0
17,-1,-5.6000000000000005,2,1,1.2999999999999998,2,-1,5.5,-9,-1,-1.8999999999999995,-10,1,-0.40000000000000036,-1,15,3,2.0,1,0,-1.2000000000000002,-13,-4,-0.09999999999999964,-1,-4,-4.9,-11,-1,-0.1999999999999993,-6,3,1
3,0,4.799999999999999,11,-1,3.8999999999999995,11,1,0.10000000000000053,16,4,4.9,11,0,1.6000000000000005,-1,14,2,1.1999999999999993,-11,-1,-0.39999999999999947,-8,-1,-0.9999999999999991,-5,-2,-7.4,-4,-1,-0.5,2,2,1
6,-2,-1.1999999999999993,11,0,-3.6999999999999997,5,1,-4.0,9,0,2.8,11,3,-2.6999999999999993,3,5,0,-0.5,-2,0,-2.1000000000000005,4,-2,1.4000000000000004,4,3,3.3,9,0,-1.6000000000000005,1,2,1
10,0,-2.3,1,2,3.4999999999999987,4,4,0.09999999999999964,1,1,-5.500000000000002,-1,-1,0.40000000000000036,1,11,2,-1.3000000000000003,-6,1,-3.8999999999999995,-11,-3,0.0,-5,0,0.6999999999999993,-8,-3,2.6999999999999993,-3,2,3
18,-3,-2.0,-1,-1,-1.2999999999999998,-2,-1,-0.10000000000000053,-16,-1,5.500000000000002,1,-4,-5.4,-5,13,1,5.6000000000000005,-2,-2,-3.4999999999999987,-4,-1,4.0,-9,-1,-4.9,-4,0,-3.0,-9,2,0
7,-2,1.3000000000000003,6,0,1.2000000000000002,13,2,-1.4000000000000004,-4,1,1.8999999999999995,10,4,5.4,5,4,1,3.1999999999999993,-7,0,3.6999999999999997,-5,0,4.299999999999999,7,0,1.6999999999999993,7,4,-3.0999999999999996,-1,0,0
9,-3,2.3999999999999995,2,0,2.1000000000000005,-4,3,2.3999999999999995,5,2,7.4,4,-4,3.0999999999999996,1,12,0,2.3,-1,0,-5.9,-2,0,-4.299999999999999,-7,-3,-3.3,-9,1,0.5,-2,2,2
