th,diffh1,xdiffh1,tdiffh1,diffh2,xdiffh2,tdiffh2,diffh3,xdiffh3,tdiffh3,diffh4,xdiffh4,tdiffh4,diffh5,xdiffh5,tdiffh5,ta,diffa1,xdiffa1,tdiffa1,diffa2,xdiffa2,tdiffa2,diffa3,xdiffa3,tdiffa3,diffa4,xdiffa4,tdiffa4,diffa5,xdiffa5,tdiffa5,hs,as
18,0,-2.0999999999999996,-1,-1,1.7000000000000002,-5,-3,-5.6,-9,-1,0.8000000000000003,2,7,7.6000000000000005,-9,6,1,0.2999999999999998,2,1,1.1999999999999997,-7,-2,0.5999999999999996,-7,1,0.4999999999999991,3,0,0.0,-10,2,0
11,0,-2.4999999999999996,-5,3,4.300000000000001,-9,-2,1.0,-7,-1,2.0,-7,1,2.6000000000000005,-7,7,1,-0.1999999999999993,5,-1,-5.800000000000001,8,1,0.1999999999999993,8,-1,-0.1999999999999993,6,-1,0.19999999999999973,14,4,2
18,-1,2.0,-10,-1,-0.1999999999999993,-14,-1,-0.1999999999999993,-8,0,0.3000000000000016,-10,-2,-6.299999999999999,-11,6,0,2.4999999999999996,5,1,-1.3999999999999986,-6,1,2.0,3,-1,0.1999999999999993,8,-2,7.300000000000001,12,3,2
15,-1,0.1999999999999993,-5,-3,-0.09999999999999964,-4,-1,-2.0,-3,-1,4.6,-6,-5,-3.8999999999999995,-3,17,-3,1.1999999999999993,-4,-1,-3.8999999999999986,-9,0,5.3999999999999995,-10,0,-5.5,3,-1,-0.4999999999999991,-3,3,0
16,0,-2.9999999999999996,-8,0,2.0999999999999996,1,-1,-1.4000000000000004,-3,0,5.5,-3,1,-0.19999999999999973,-14,5,-1,2.4000000000000004,-1,1,2.0,4,0,2.6000000000000005,7,3,5.6,9,1,0.5999999999999996,7,0,1
10,-2,-0.4999999999999991,12,1,0.2999999999999998,2,1,1.1999999999999997,-7,-2,0.5999999999999996,-7,1,0.4999999999999991,3,9,0,2.9999999999999996,8,3,0.09999999999999964,4,1,-1.7000000000000002,5,2,0.8999999999999986,-5,-1,-0.5999999999999996,-7,1,3
8,3,-1.1999999999999993,4,1,5.800000000000001,-8,0,-2.6000000000000005,-7,1,-0.1999999999999993,-8,-3,-3.1,-4,12,1,2.4000000000000004,-1,-1,-0.2999999999999998,-2,1,1.4000000000000004,3,-2,-0.8999999999999986,5,1,-0.8000000000000003,-2,2,3
13,-1,-2.4000000000000004,1,-1,-2.0,-4,0,-5.3999999999999995,10,1,0.1999999999999993,-6,2,-7.300000000000001,-12,14,2,0.4999999999999991,-12,0,-2.0999999999999996,-1,-1,1.7000000000000002,-5,-3,-5.6,-9,-1,0.8000000000000003,2,2,0
4,0,-2.8,-3,1,3.8999999999999986,9,-2,3.3999999999999995,-3,0,-0.3000000000000016,10,-1,-2.6000000000000005,7,3,1,-2.0,10,-3,-4.300000000000001,9,-1,-1.1999999999999997,7,1,-4.6,6,3,3.1,4,4,0
1,1,-2.4000000000000004,1,-1,1.3999999999999986,6,2,-3.3999999999999995,3,1,-2.0,7,2,6.299999999999999,11,2,0,2.8,3,1,0.1999999999999993,14,2,-1.0,7,2,-0.5999999999999996,7,5,3.8999999999999995,3,0,2
17,-1,-0.5,-11,0,-2.9999999999999996,-8,0,2.0999999999999996,1,-1,-1.4000000000000004,-3,0,5.5,-3,13,-2,1.5,-1,-2,-0.4999999999999991,12,1,0.2999999999999998,2,1,1.1999999999999997,-7,-2,0.5999999999999996,-7,3,0
5,2,-1.5,1,0,2.9999999999999996,8,3,0.09999999999999964,4,1,-1.7000000000000002,5,2,0.8999999999999986,-5,12,2,3.0,1,-1,-2.4000000000000004,1,-1,-2.0,-4,0,-5.3999999999999995,10,1,0.1999999999999993,-6,3,1
10,-2,-3.8000000000000003,4,1,-0.1999999999999993,5,-1,-5.800000000000001,8,1,0.1999999999999993,8,-1,-0.1999999999999993,6,2,-2,-3.3000000000000007,1,1,-2.4000000000000004,1,-1,1.3999999999999986,6,2,-3.3999999999999995,3,1,-2.0,7,1,0
8,-1,-0.0,12,0,2.4999999999999996,5,1,-1.3999999999999986,-6,1,2.0,3,-1,0.1999999999999993,8,3,4,4.7,-1,0,-2.8,-3,1,3.8999999999999986,9,-2,3.3999999999999995,-3,0,-0.3000000000000016,10,2,1
18,-3,-2.299999999999999,-2,-3,1.1999999999999993,-4,-1,-3.8999999999999986,-9,0,5.3999999999999995,-10,0,-5.5,3,7,2,3.8000000000000003,-4,0,-2.4999999999999996,-5,3,4.300000000000001,-9,-2,1.0,-7,-1,2.0,-7,3,3
9,1,0.9999999999999991,-4,1,2.4000000000000004,-1,-1,-0.2999999999999998,-2,1,1.4000000000000004,3,-2,-0.8999999999999986,5,15,1,0.0,-12,-1,2.0,-10,-1,-0.1999999999999993,-14,-1,-0.1999999999999993,-8,0,0.3000000000000016,-10,3,1
6,-4,-4.7,1,1,-2.0,10,-3,-4.300000000000001,9,-1,-1.1999999999999997,7,1,-4.6,6,1,2,3.3000000000000007,-1,0,2.8,3,1,0.1999999999999993,14,2,-1.0,7,2,-0.5999999999999996,7,0,4
4,1,0.5,11,-1,2.4000000000000004,-1,1,2.0,4,0,2.6000000000000005,7,3,5.6,9,14,3,2.299999999999999,2,-1,0.1999999999999993,-5,-3,-0.09999999999999964,-4,-1,-2.0,-3,-1,4.6,-6,3,1
16,-2,-3.0,-1,2,0.4999999999999991,-12,0,-2.0999999999999996,-1,-1,1.7000000000000002,-5,-3,-5.6,-9,11,-1,-0.9999999999999991,4,3,-1.1999999999999993,4,1,5.800000000000001,-8,0,-2.6000000000000005,-7,1,-0.1999999999999993,-8,6,0
1,4,6.300000000000001,5,2,3.3000000000000007,-1,0,2.8,3,1,0.1999999999999993,14,2,-1.0,7,7,1,0.39999999999999947,-5,-1,-0.0,12,0,2.4999999999999996,5,1,-1.3999999999999986,-6,1,2.0,3,2,0
17,-2,-5.000000000000002,-6,1,0.0,-12,-1,2.0,-10,-1,-0.1999999999999993,-14,-1,-0.1999999999999993,-8,18,0,-4.1,-11,-3,-2.299999999999999,-2,-3,1.1999999999999993,-4,-1,-3.8999999999999986,-9,0,5.3999999999999995,-10,0,4
15,-2,-4.7,-10,3,2.299999999999999,2,-1,0.1999999999999993,-5,-3,-0.09999999999999964,-4,-1,-2.0,-3,14,6,2.8000000000000007,-5,-2,-3.0,-1,2,0.4999999999999991,-12,0,-2.0999999999999996,-1,-1,1.7000000000000002,-5,3,3
2,-1,-0.7000000000000011,8,-2,-3.3000000000000007,1,1,-2.4000000000000004,1,-1,1.3999999999999986,6,2,-3.3999999999999995,3,10,-4,-6.300000000000001,-5,-4,-4.7,1,1,-2.0,10,-3,-4.300000000000001,9,-1,-1.1999999999999997,7,0,1
13,-3,-3.8000000000000003,4,-2,1.5,-1,-2,-0.4999999999999991,12,1,0.2999999999999998,2,1,1.1999999999999997,-7,3,2,4.7,10,1,0.5,11,-1,2.4000000000000004,-1,1,2.0,4,0,2.6000000000000005,7,0,1
11,-6,-2.8000000000000007,5,-1,-0.9999999999999991,4,3,-1.1999999999999993,4,1,5.800000000000001,-8,0,-2.6000000000000005,-7,4,2,0.40000000000000036,7,2,-1.5,1,0,2.9999999999999996,8,3,0.09999999999999964,4,1,-1.7000000000000002,5,0,0
12,-2,-0.40000000000000036,-7,2,3.0,1,-1,-2.4000000000000004,1,-1,-2.0,-4,0,-5.3999999999999995,10,16,3,3.8000000000000003,-4,-1,-0.5,-11,0,-2.9999999999999996,-8,0,2.0999999999999996,1,-1,-1.4000000000000004,-3,2,2
9,0,4.1,11,2,3.8000000000000003,-4,0,-2.4999999999999996,-5,3,4.300000000000001,-9,-2,1.0,-7,6,2,5.000000000000002,6,1,0.9999999999999991,-4,1,2.4000000000000004,-1,-1,-0.2999999999999998,-2,1,1.4000000000000004,3,3,0
5,-1,-0.39999999999999947,5,4,4.7,-1,0,-2.8,-3,1,3.8999999999999986,9,-2,3.3999999999999995,-3,8,1,0.7000000000000011,-8,-2,-3.8000000000000003,4,1,-0.1999999999999993,5,-1,-5.800000000000001,8,1,0.1999999999999993,8,0,1
5,0,-4.899999999999999,7,2,0.40000000000000036,7,2,-1.5,1,0,2.9999999999999996,8,3,0.09999999999999964,4,8,-1,0.7000000000000002,3,-1,-0.39999999999999947,5,4,4.7,-1,0,-2.8,-3,1,3.8999999999999986,9,0,4
4,1,-0.7000000000000002,-3,1,0.7000000000000011,-8,-2,-3.8000000000000003,4,1,-0.1999999999999993,5,-1,-5.800000000000001,8,1,2,2.9000000000000004,6,4,6.300000000000001,5,2,3.3000000000000007,-1,0,2.8,3,1,0.1999999999999993,14,1,2
7,1,2.1,-8,-4,-6.300000000000001,-5,-4,-4.7,1,1,-2.0,10,-3,-4.300000000000001,9,9,-2,-2.9000000000000004,-6,1,0.39999999999999947,-5,-1,-0.0,12,0,2.4999999999999996,5,1,-1.3999999999999986,-6,3,2
2,1,5.7,10,2,4.7,10,1,0.5,11,-1,2.4000000000000004,-1,1,2.0,4,6,3,2.0000000000000004,-3,0,4.1,11,2,3.8000000000000003,-4,0,-2.4999999999999996,-5,3,4.300000000000001,-9,1,1
17,4,1.0,-1,0,-4.1,-11,-3,-2.299999999999999,-2,-3,1.1999999999999993,-4,-1,-3.8999999999999986,-9,3,-1,-2.1,8,-1,-0.7000000000000011,8,-2,-3.3000000000000007,1,1,-2.4000000000000004,1,-1,1.3999999999999986,6,2,3
10,-3,-2.0000000000000004,3,2,5.000000000000002,6,1,0.9999999999999991,-4,1,2.4000000000000004,-1,-1,-0.2999999999999998,-2,15,0,-0.10000000000000053,-1,-2,-4.7,-10,3,2.299999999999999,2,-1,0.1999999999999993,-5,-3,-0.09999999999999964,-4,1,3
16,0,-0.5,-4,3,3.8000000000000003,-4,-1,-0.5,-11,0,-2.9999999999999996,-8,0,2.0999999999999996,1,11,0,4.899999999999999,-7,-6,-2.8000000000000007,5,-1,-0.9999999999999991,4,3,-1.1999999999999993,4,1,5.800000000000001,-8,4,0
13,-1,-5.7,-10,-3,-3.8000000000000003,4,-2,1.5,-1,-2,-0.4999999999999991,12,1,0.2999999999999998,2,12,0,0.5,4,-2,-0.40000000000000036,-7,2,3.0,1,-1,-2.4000000000000004,1,-1,-2.0,-4,1,1
14,0,0.10000000000000053,1,6,2.8000000000000007,-5,-2,-3.0,-1,2,0.4999999999999991,-12,0,-2.0999999999999996,-1,18,-4,-1.0,1,-2,-5.000000000000002,-6,1,0.0,-12,-1,2.0,-10,-1,-0.1999999999999993,-14,0,1
2,1,3.1000000000000005,14,-1,-2.1,8,-1,-0.7000000000000011,8,-2,-3.3000000000000007,1,1,-2.4000000000000004,1,10,-2,2.5,5,-3,-2.0000000000000004,3,2,5.000000000000002,6,1,0.9999999999999991,-4,1,2.4000000000000004,-1,3,0
8,0,-3.5999999999999996,-4,3,2.0000000000000004,-3,0,4.1,11,2,3.8000000000000003,-4,0,-2.4999999999999996,-5,7,-4,-5.0,3,0,-4.899999999999999,7,2,0.40000000000000036,7,2,-1.5,1,0,2.9999999999999996,8,4,1
1,1,4.5,3,2,2.9000000000000004,6,4,6.300000000000001,5,2,3.3000000000000007,-1,0,2.8,3,18,-1,-3.1000000000000005,-14,4,1.0,-1,0,-4.1,-11,-3,-2.299999999999999,-2,-3,1.1999999999999993,-4,4,1
9,-1,-1.4999999999999991,-2,-2,-2.9000000000000004,-6,1,0.39999999999999947,-5,-1,-0.0,12,0,2.4999999999999996,5,16,-1,-0.1999999999999993,4,0,0.10000000000000053,1,6,2.8000000000000007,-5,-2,-3.0,-1,2,0.4999999999999991,-12,4,2
4,1,1.4999999999999991,2,1,2.1,-8,-4,-6.300000000000001,-5,-4,-4.7,1,1,-2.0,10,6,-1,-4.5,-3,1,-0.7000000000000002,-3,1,0.7000000000000011,-8,-2,-3.8000000000000003,4,1,-0.1999999999999993,5,3,0
5,4,5.0,-3,-1,0.7000000000000002,3,-1,-0.39999999999999947,5,4,4.7,-1,0,-2.8,-3,3,0,3.5999999999999996,4,1,5.7,10,2,4.7,10,1,0.5,11,-1,2.4000000000000004,-1,2,2
13,2,-2.5,-5,0,-0.10000000000000053,-1,-2,-4.7,-10,3,2.299999999999999,2,-1,0.1999999999999993,-5,15,4,4.4,-5,0,-0.5,-4,3,3.8000000000000003,-4,-1,-0.5,-11,0,-2.9999999999999996,-8,5,0
17,1,0.1999999999999993,-4,-4,-1.0,1,-2,-5.000000000000002,-6,1,0.0,-12,-1,2.0,-10,11,0,-3.3,1,0,0.5,4,-2,-0.40000000000000036,-7,2,3.0,1,-1,-2.4000000000000004,1,1,1
12,-4,-4.4,5,0,4.899999999999999,-7,-6,-2.8000000000000007,5,-1,-0.9999999999999991,4,3,-1.1999999999999993,4,14,0,3.3,-1,-1,-5.7,-10,-3,-3.8000000000000003,4,-2,1.5,-1,-2,-0.4999999999999991,12,3,0
14,-3,0.7000000000000002,-2,0,3.3,-1,-1,-5.7,-10,-3,-3.8000000000000003,4,-2,1.5,-1,12,5,5.1000000000000005,2,2,-2.5,-5,0,-0.10000000000000053,-1,-2,-4.7,-10,3,2.299999999999999,2,1,0
9,-3,-7.000000000000001,1,-4,-5.0,3,0,-4.899999999999999,7,2,0.40000000000000036,7,2,-1.5,1,2,3,-1.2000000000000002,8,1,3.1000000000000005,14,-1,-2.1,8,-1,-0.7000000000000011,8,-2,-3.3000000000000007,1,2,1
8,-3,-2.499999999999999,-2,-1,-4.5,-3,1,-0.7000000000000002,-3,1,0.7000000000000011,-8,-2,-3.8000000000000003,4,7,2,1.3999999999999995,7,-1,-1.4999999999999991,-2,-2,-2.9000000000000004,-6,1,0.39999999999999947,-5,-1,-0.0,12,1,0
18,-3,-5.800000000000001,-17,-1,-3.1000000000000005,-14,4,1.0,-1,0,-4.1,-11,-3,-2.299999999999999,-2,4,3,2.499999999999999,2,1,1.4999999999999991,2,1,2.1,-8,-4,-6.300000000000001,-5,-4,-4.7,1,1,2
15,-5,-5.1000000000000005,-2,4,4.4,-5,0,-0.5,-4,3,3.8000000000000003,-4,-1,-0.5,-11,5,3,7.000000000000001,-1,0,-3.5999999999999996,-4,3,2.0000000000000004,-3,0,4.1,11,2,3.8000000000000003,-4,2,0
17,-2,-1.3999999999999995,-7,-1,-0.1999999999999993,4,0,0.10000000000000053,1,6,2.8000000000000007,-5,-2,-3.0,-1,6,0,3.6999999999999997,-2,4,5.0,-3,-1,0.7000000000000002,3,-1,-0.39999999999999947,5,4,4.7,-1,1,1
13,0,-1.3000000000000003,6,0,-3.3,1,0,0.5,4,-2,-0.40000000000000036,-7,2,3.0,1,11,3,-0.7000000000000002,2,-4,-4.4,5,0,4.899999999999999,-7,-6,-2.8000000000000007,5,-1,-0.9999999999999991,4,0,0
3,0,-3.6999999999999997,2,0,3.5999999999999996,4,1,5.7,10,2,4.7,10,1,0.5,11,16,0,1.3000000000000003,-6,1,0.1999999999999993,-4,-4,-1.0,1,-2,-5.000000000000002,-6,1,0.0,-12,3,2
10,-3,1.2000000000000002,-8,-2,2.5,5,-3,-2.0000000000000004,3,2,5.000000000000002,6,1,0.9999999999999991,-4,1,3,5.800000000000001,17,1,4.5,3,2,2.9000000000000004,6,4,6.300000000000001,5,2,3.3000000000000007,-1,0,2
4,1,0.2999999999999998,14,3,2.499999999999999,2,1,1.4999999999999991,2,1,2.1,-8,-4,-6.300000000000001,-5,16,0,1.6000000000000005,-11,-2,-1.3999999999999995,-7,-1,-0.1999999999999993,4,0,0.10000000000000053,1,6,2.8000000000000007,-5,2,1
7,-2,2.799999999999999,10,3,7.000000000000001,-1,0,-3.5999999999999996,-4,3,2.0000000000000004,-3,0,4.1,11,14,1,1.0999999999999996,-2,-3,0.7000000000000002,-2,0,3.3,-1,-1,-5.7,-10,-3,-3.8000000000000003,4,3,0
1,2,4.5,9,3,5.800000000000001,17,1,4.5,3,2,2.9000000000000004,6,4,6.300000000000001,5,10,0,3.1999999999999993,2,3,-0.7000000000000002,2,-4,-4.4,5,0,4.899999999999999,-7,-6,-2.8000000000000007,5,2,0
17,-1,-0.9000000000000004,-13,0,1.3000000000000003,-6,1,0.1999999999999993,-4,-4,-1.0,1,-2,-5.000000000000002,-6,8,1,0.7000000000000011,-7,-3,-7.000000000000001,1,-4,-5.0,3,0,-4.899999999999999,7,2,0.40000000000000036,7,1,0
9,-1,-0.20000000000000018,1,2,1.3999999999999995,7,-1,-1.4999999999999991,-2,-2,-2.9000000000000004,-6,1,0.39999999999999947,-5,3,1,0.9000000000000004,13,0,-3.6999999999999997,2,0,3.5999999999999996,4,1,5.7,10,2,4.7,10,2,4
6,0,-1.6000000000000005,11,0,3.6999999999999997,-2,4,5.0,-3,-1,0.7000000000000002,3,-1,-0.39999999999999947,5,11,-2,-4.5,-9,-3,1.2000000000000002,-8,-2,2.5,5,-3,-2.0000000000000004,3,2,5.000000000000002,6,1,1
12,-1,-1.0999999999999996,2,5,5.1000000000000005,2,2,-2.5,-5,0,-0.10000000000000053,-1,-2,-4.7,-10,13,0,-3.1999999999999993,-2,0,-1.3000000000000003,6,0,-3.3,1,0,0.5,4,-2,-0.40000000000000036,-7,0,0
5,1,0.20000000000000018,-1,-3,-2.499999999999999,-2,-1,-4.5,-3,1,-0.7000000000000002,-3,1,0.7000000000000011,-8,18,-1,-0.2999999999999998,-14,-3,-5.800000000000001,-17,-1,-3.1000000000000005,-14,4,1.0,-1,0,-4.1,-11,3,0
2,-1,-0.7000000000000011,7,3,-1.2000000000000002,8,1,3.1000000000000005,14,-1,-2.1,8,-1,-0.7000000000000011,8,15,2,-2.799999999999999,-10,-5,-5.1000000000000005,-2,4,4.4,-5,0,-0.5,-4,3,3.8000000000000003,-4,0,1
18,-3,-3.7,-13,-1,-0.2999999999999998,-14,-3,-5.800000000000001,-17,-1,-3.1000000000000005,-14,4,1.0,-1,9,-2,-3.400000000000001,-6,-1,-0.20000000000000018,1,2,1.3999999999999995,7,-1,-1.4999999999999991,-2,-2,-2.9000000000000004,-6,1,2
8,-1,-0.09999999999999964,9,1,0.7000000000000011,-7,-3,-7.000000000000001,1,-4,-5.0,3,0,-4.899999999999999,7,1,2,0.8999999999999995,9,2,4.5,9,3,5.800000000000001,17,1,4.5,3,2,2.9000000000000004,6,1,0
11,0,-3.4000000000000004,-5,-2,-4.5,-9,-3,1.2000000000000002,-8,-2,2.5,5,-3,-2.0000000000000004,3,3,1,0.8999999999999995,12,1,0.2999999999999998,14,3,2.499999999999999,2,1,1.4999999999999991,2,1,2.1,-8,3,1
10,1,2.6999999999999997,-13,2,-2.799999999999999,-10,-5,-5.1000000000000005,-2,4,4.4,-5,0,-0.5,-4,16,1,0.09999999999999964,-9,-1,-0.9000000000000004,-13,0,1.3000000000000003,-6,1,0.1999999999999993,-4,-4,-1.0,1,3,0
15,-3,-8.0,-7,1,1.0999999999999996,-2,-3,0.7000000000000002,-2,0,3.3,-1,-1,-5.7,-10,4,-1,-2.6999999999999997,13,-1,-0.7000000000000011,7,3,-1.2000000000000002,8,1,3.1000000000000005,14,-1,-2.1,8,2,4
12,-2,-0.8999999999999995,-9,0,3.1999999999999993,2,3,-0.7000000000000002,2,-4,-4.4,5,0,4.899999999999999,-7,13,0,4.7,1,-1,-1.0999999999999996,2,5,5.1000000000000005,2,2,-2.5,-5,0,-0.10000000000000053,-1,1,2
14,0,-4.7,-1,0,-3.1999999999999993,-2,0,-1.3000000000000003,6,0,-3.3,1,0,0.5,4,7,0,3.4000000000000004,5,0,-1.6000000000000005,11,0,3.6999999999999997,-2,4,5.0,-3,-1,0.7000000000000002,3,2,2
2,2,3.400000000000001,6,1,0.9000000000000004,13,0,-3.6999999999999997,2,0,3.5999999999999996,4,1,5.7,10,5,3,3.7,13,1,0.20000000000000018,-1,-3,-2.499999999999999,-2,-1,-4.5,-3,1,-0.7000000000000002,-3,2,2
17,-1,-0.8999999999999995,-12,0,1.6000000000000005,-11,-2,-1.3999999999999995,-7,-1,-0.1999999999999993,4,0,0.10000000000000053,1,6,3,8.0,7,-2,2.799999999999999,10,3,7.000000000000001,-1,0,-3.5999999999999996,-4,3,2.0000000000000004,-3,3,5
3,0,2.4000000000000004,3,2,3.400000000000001,6,1,0.9000000000000004,13,0,-3.6999999999999997,2,0,3.5999999999999996,4,1,-1,-0.0,7,2,0.8999999999999995,9,2,4.5,9,3,5.800000000000001,17,1,4.5,3,1,3
11,2,6.1000000000000005,-8,0,-3.4000000000000004,-5,-2,-4.5,-9,-3,1.2000000000000002,-8,-2,2.5,5,18,-1,-0.6000000000000014,-9,-3,-3.7,-13,-1,-0.2999999999999998,-14,-3,-5.800000000000001,-17,-1,-3.1000000000000005,-14,0,1
10,3,3.5,6,1,2.6999999999999997,-13,2,-2.799999999999999,-10,-5,-5.1000000000000005,-2,4,4.4,-5,9,1,0.6000000000000014,9,-2,-3.400000000000001,-6,-1,-0.20000000000000018,1,2,1.3999999999999995,7,-1,-1.4999999999999991,-2,0,1
15,-2,-0.5999999999999996,-11,-3,-8.0,-7,1,1.0999999999999996,-2,-3,0.7000000000000002,-2,0,3.3,-1,6,0,-2.4000000000000004,-3,3,3.7,13,1,0.20000000000000018,-1,-3,-2.499999999999999,-2,-1,-4.5,-3,2,2
17,-2,-0.5,-11,-1,-0.8999999999999995,-12,0,1.6000000000000005,-11,-2,-1.3999999999999995,-7,-1,-0.1999999999999993,4,2,2,0.5999999999999996,11,-1,-2.6999999999999997,13,-1,-0.7000000000000011,7,3,-1.2000000000000002,8,1,3.1000000000000005,14,1,0
14,-1,2.200000000000001,1,-2,-0.8999999999999995,-9,0,3.1999999999999993,2,3,-0.7000000000000002,2,-4,-4.4,5,8,0,0.6999999999999993,7,0,3.4000000000000004,5,0,-1.6000000000000005,11,0,3.6999999999999997,-2,4,5.0,-3,2,1
13,0,-0.6999999999999993,-7,0,-4.7,-1,0,-3.1999999999999993,-2,0,-1.3000000000000003,6,0,-3.3,1,5,2,0.5,11,3,8.0,7,-2,2.799999999999999,10,3,7.000000000000001,-1,0,-3.5999999999999996,-4,1,1
7,1,0.0,-7,-1,-0.09999999999999964,9,1,0.7000000000000011,-7,-3,-7.000000000000001,1,-4,-5.0,3,4,-2,-6.1000000000000005,8,1,0.8999999999999995,12,1,0.2999999999999998,14,3,2.499999999999999,2,1,1.4999999999999991,2,0,3
12,1,-2.200000000000001,-1,0,4.7,1,-1,-1.0999999999999996,2,5,5.1000000000000005,2,2,-2.5,-5,16,-3,-3.5,-6,1,0.09999999999999964,-9,-1,-0.9000000000000004,-13,0,1.3000000000000003,-6,1,0.1999999999999993,-4,1,1
7,1,-0.20000000000000018,1,1,0.6000000000000014,9,-2,-3.400000000000001,-6,-1,-0.20000000000000018,1,2,1.3999999999999995,7,8,-3,-1.4000000000000004,-3,1,0.0,-7,-1,-0.09999999999999964,9,1,0.7000000000000011,-7,-3,-7.000000000000001,1,1,0
5,0,2.5999999999999988,8,2,0.5,11,3,8.0,7,-2,2.799999999999999,10,3,7.000000000000001,-1,10,0,2.3,4,1,-2.200000000000001,-1,0,4.7,1,-1,-1.0999999999999996,2,5,5.1000000000000005,2,5,1
1,2,0.7000000000000002,2,-1,-0.0,7,2,0.8999999999999995,9,2,4.5,9,3,5.800000000000001,17,17,1,-2.7,-15,-2,-0.5,-11,-1,-0.8999999999999995,-12,0,1.6000000000000005,-11,-2,-1.3999999999999995,-7,1,1
16,0,-2.3,-4,-3,-3.5,-6,1,0.09999999999999964,-9,-1,-0.9000000000000004,-13,0,1.3000000000000003,-6,13,1,2.5999999999999996,-6,-1,2.200000000000001,1,-2,-0.8999999999999995,-9,0,3.1999999999999993,2,3,-0.7000000000000002,2,3,0
6,0,-0.6999999999999993,9,0,-2.4000000000000004,-3,3,3.7,13,1,0.20000000000000018,-1,-3,-2.499999999999999,-2,12,-1,3.4000000000000004,7,2,6.1000000000000005,-8,0,-3.4000000000000004,-5,-2,-4.5,-9,-3,1.2000000000000002,-8,1,1
2,3,1.4000000000000004,3,-2,-6.1000000000000005,8,1,0.8999999999999995,12,1,0.2999999999999998,14,3,2.499999999999999,2,11,-1,0.20000000000000018,-1,3,3.5,6,1,2.6999999999999997,-13,2,-2.799999999999999,-10,-5,-5.1000000000000005,-2,0,1
3,-1,2.7,15,2,0.5999999999999996,11,-1,-2.6999999999999997,13,-1,-0.7000000000000011,7,3,-1.2000000000000002,8,14,0,-2.5999999999999988,-8,0,-0.6999999999999993,-7,0,-4.7,-1,0,-3.1999999999999993,-2,0,-1.3000000000000003,6,0,1
9,-1,-2.5999999999999996,6,0,0.6999999999999993,7,0,3.4000000000000004,5,0,-1.6000000000000005,11,0,3.6999999999999997,-2,15,0,0.6999999999999993,-9,-2,-0.5999999999999996,-11,-3,-8.0,-7,1,1.0999999999999996,-2,-3,0.7000000000000002,-2,2,2
18,1,-3.4000000000000004,-7,-1,-0.6000000000000014,-9,-3,-3.7,-13,-1,-0.2999999999999998,-14,-3,-5.800000000000001,-17,4,-2,-0.7000000000000002,-2,0,2.4000000000000004,3,2,3.400000000000001,6,1,0.9000000000000004,13,0,-3.6999999999999997,2,1,3
2,2,-2.8000000000000007,14,-2,-0.7000000000000002,-2,0,2.4000000000000004,3,2,3.400000000000001,6,1,0.9000000000000004,13,3,-1,-0.2999999999999998,9,3,1.4000000000000004,3,-2,-6.1000000000000005,8,1,0.8999999999999995,12,1,0.2999999999999998,14,2,0
13,-4,-2.4000000000000004,-5,0,2.3,4,1,-2.200000000000001,-1,0,4.7,1,-1,-1.0999999999999996,2,5,-1,0.8999999999999995,11,-1,2.7,15,2,0.5999999999999996,11,-1,-2.6999999999999997,13,-1,-0.7000000000000011,7,0,1
12,0,1.2999999999999998,-6,-1,3.4000000000000004,7,2,6.1000000000000005,-8,0,-3.4000000000000004,-5,-2,-4.5,-9,6,1,2.0999999999999996,1,1,-0.20000000000000018,1,1,0.6000000000000014,9,-2,-3.400000000000001,-6,-1,-0.20000000000000018,1,2,0
10,1,0.2999999999999998,-9,-1,0.20000000000000018,-1,3,3.5,6,1,2.6999999999999997,-13,2,-2.799999999999999,-10,8,0,-1.0999999999999996,6,-1,-2.5999999999999996,6,0,0.6999999999999993,7,0,3.4000000000000004,5,0,-1.6000000000000005,11,0,1
16,0,1.0999999999999996,-6,0,0.6999999999999993,-9,-2,-0.5999999999999996,-11,-3,-8.0,-7,1,1.0999999999999996,-2,15,3,4.0,-3,0,-2.3,-4,-3,-3.5,-6,1,0.09999999999999964,-9,-1,-0.9000000000000004,-13,3,0
14,-3,-4.0,3,1,2.5999999999999996,-6,-1,2.200000000000001,1,-2,-0.8999999999999995,-9,0,3.1999999999999993,2,4,4,2.4000000000000004,5,0,2.5999999999999988,8,2,0.5,11,3,8.0,7,-2,2.799999999999999,10,1,3
11,1,-0.8999999999999995,-11,0,-2.5999999999999988,-8,0,-0.6999999999999993,-7,0,-4.7,-1,0,-3.1999999999999993,-2,1,0,4.000000000000002,16,2,0.7000000000000002,2,-1,-0.0,7,2,0.8999999999999995,9,2,4.5,9,0,3
9,-1,-2.0999999999999996,-1,-3,-1.4000000000000004,-3,1,0.0,-7,-1,-0.09999999999999964,9,1,0.7000000000000011,-7,18,-2,2.8000000000000007,-14,1,-3.4000000000000004,-7,-1,-0.6000000000000014,-9,-3,-3.7,-13,-1,-0.2999999999999998,-14,0,1
17,0,-4.000000000000002,-16,1,-2.7,-15,-2,-0.5,-11,-1,-0.8999999999999995,-12,0,1.6000000000000005,-11,7,0,-1.2999999999999998,6,0,-0.6999999999999993,9,0,-2.4000000000000004,-3,3,3.7,13,1,0.20000000000000018,-1,0,1
